Station_X_ft,Station_Y_ft,Ground_Elevation_ft
0.0,0.0,9.958728267347396
1.0101010101010102,0.0,10.33928011362122
2.0202020202020203,0.0,10.822921810859786
3.0303030303030303,0.0,10.918853955336921
4.040404040404041,0.0,10.876603063716976
5.050505050505051,0.0,11.119706478353269
6.0606060606060606,0.0,11.409412238844691
7.070707070707071,0.0,11.692475389112825
8.080808080808081,0.0,12.075445873540932
9.090909090909092,0.0,12.455896523402558
10.101010101010102,0.0,12.826520408324754
11.111111111111112,0.0,13.332909427384173
12.121212121212121,0.0,13.307554605639204
13.131313131313131,0.0,13.433693786253055
14.141414141414142,0.0,13.608519456521325
15.151515151515152,0.0,13.71299643204392
16.161616161616163,0.0,13.797230460975213
17.171717171717173,0.0,14.009620022642594
18.181818181818183,0.0,14.206877036607843
19.191919191919194,0.0,14.19049749391612
20.202020202020204,0.0,14.255253602628866
21.212121212121215,0.0,14.259226027848479
22.222222222222225,0.0,14.10800612124877
23.232323232323235,0.0,14.10997854459505
24.242424242424242,0.0,14.124943678807016
25.252525252525253,0.0,13.727020126417607
26.262626262626263,0.0,13.568290083410883
27.272727272727273,0.0,13.330824857317815
28.282828282828284,0.0,13.256338671564674
29.292929292929294,0.0,12.978195948466913
30.303030303030305,0.0,12.815586971089282
31.313131313131315,0.0,12.484505032125497
32.323232323232325,0.0,12.47124825781231
33.333333333333336,0.0,12.667843200532996
34.343434343434346,0.0,12.779353504368032
35.35353535353536,0.0,12.32988349790082
36.36363636363637,0.0,12.013260738569794
37.37373737373738,0.0,11.675335736793478
38.38383838383839,0.0,11.497991562384518
39.3939393939394,0.0,11.490801469495723
40.40404040404041,0.0,11.246678610289226
41.41414141414142,0.0,10.907785133402072
42.42424242424243,0.0,10.651771200362472
43.43434343434344,0.0,10.631800768243297
44.44444444444445,0.0,10.374994605790208
45.45454545454546,0.0,10.241427499905571
46.46464646464647,0.0,9.908094428227761
47.47474747474748,0.0,9.59437878432184
48.484848484848484,0.0,9.411050345695514
49.494949494949495,0.0,9.353121373464429
50.505050505050505,0.0,8.99217851986763
51.515151515151516,0.0,8.658209566131431
52.525252525252526,0.0,8.46987504053034
53.535353535353536,0.0,8.255971349120937
54.54545454545455,0.0,8.124759300219047
55.55555555555556,0.0,7.96560777872223
56.56565656565657,0.0,7.634298269547548
57.57575757575758,0.0,7.532905430983294
58.58585858585859,0.0,7.007146898208672
59.5959595959596,0.0,6.846828874864676
60.60606060606061,0.0,7.072459429731891
61.61616161616162,0.0,6.979973425490113
62.62626262626263,0.0,6.464891006047532
63.63636363636364,0.0,6.009705788653481
64.64646464646465,0.0,5.865809014589388
65.65656565656566,0.0,5.626552392806683
66.66666666666667,0.0,5.26725673836175
67.67676767676768,0.0,5.115674024219064
68.68686868686869,0.0,5.1990559476337
69.6969696969697,0.0,4.819708188664251
70.70707070707071,0.0,4.393339629540084
71.71717171717172,0.0,4.282818834614579
72.72727272727273,0.0,3.9851701510263084
73.73737373737374,0.0,3.7729688773115546
74.74747474747475,0.0,3.550490569664191
75.75757575757576,0.0,3.4378198694279716
76.76767676767678,0.0,3.4034982746673066
77.77777777777779,0.0,3.489355256725327
78.7878787878788,0.0,3.154705012305785
79.7979797979798,0.0,3.088032768432538
80.80808080808082,0.0,3.034823090798625
81.81818181818183,0.0,2.9228376044437168
82.82828282828284,0.0,2.7914409846705572
83.83838383838385,0.0,2.618205652818877
84.84848484848486,0.0,2.6603931595647086
85.85858585858587,0.0,2.526046243700941
86.86868686868688,0.0,2.4108020283888107
87.87878787878789,0.0,2.2560601268277036
88.8888888888889,0.0,2.1318444028231722
89.89898989898991,0.0,2.004008404298111
90.90909090909092,0.0,2.1239071806823837
91.91919191919193,0.0,1.8116554434927359
92.92929292929294,0.0,1.7158477032205999
93.93939393939395,0.0,1.8424965626650782
94.94949494949496,0.0,1.680052364170316
95.95959595959597,0.0,1.8958679248858326
96.96969696969697,0.0,1.621693425940599
97.97979797979798,0.0,1.6996898419807707
98.98989898989899,0.0,1.8345503274404131
100.0,0.0,2.0782870447394575
0.0,2.525252525252525,9.84563515232082
1.0101010101010102,2.525252525252525,10.251332554525007
2.0202020202020203,2.525252525252525,10.63057456816153
